"gene_id","gene_name","isoform_id","region","stage","stage_index","target_mean_if","other_mean_if","target_difference","target_vs_other_1","target_vs_other_2","other_region_difference","max_pair_q","max_pair_q_by","state","gene_simes_p","gene_q","gene_bonferroni_p","gene_q_by"
"Tpm1","Tpm1","NM_001164256","Midbrain","15.5",6,0,0.25945,-0.25945,-0.25535,-0.26355,-0.00819999999999999,8.06914463863198e-12,1.06432938948874e-10,-1,5.99028293672493e-16,6.23125568213409e-14,1.14539928077806e-15,1.12415565001639e-12
"Acot7","Acot7","NM_001146057","Midbrain","15.5",6,0.6679,0.0146,0.6533,0.6533,0.6533,0,8.14816633391138e-12,1.07475244130646e-10,1,2.24364775932628e-13,1.10421245101466e-11,4.48729551865252e-13,2.01055369568813e-10
"Mprip","Mprip","NM_201245","Midbrain","15.5",6,0.02895,0.46,-0.43105,-0.43105,-0.43105,0,8.14816633391138e-12,1.07475244130646e-10,-1,7.66739926401213e-14,4.44223878878272e-12,2.99445275513241e-13,1.43528400842089e-10
"Mprip","Mprip","NM_012027","Midbrain","15.5",6,0.97105,0.54,0.43105,0.43105,0.43105,0,8.27352039548619e-12,1.09128678513109e-10,1,7.66739926401213e-14,4.44223878878272e-12,2.99445275513241e-13,1.43528400842089e-10
"Dctn1","Dctn1","NM_001198867","Midbrain","15.5",6,0.93345,0.2158,0.71765,0.71765,0.71765,0,8.89408092019908e-12,1.17313942676629e-10,1,2.51070186990208e-16,3.20937941530207e-14,5.02140373980416e-16,5.78081375914627e-13
"Pitpnm1","Pitpnm1","NM_008851","Midbrain","15.5",6,0.0433,0.4028,-0.3595,-0.3595,-0.3595,0,9.24250333322444e-12,1.2190967407998e-10,-1,9.81774543766004e-14,5.41395432146627e-12,3.48522934671402e-13,1.59627489977995e-10
"Pnck","Pnck","NM_001199352","Midbrain","15.5",6,0.9049,0.5195,0.3854,0.3854,0.3854,0,9.28587003074731e-12,1.22481685771005e-10,1,2.65992580079279e-13,1.26018419214305e-11,5.31985160158558e-13,2.34231782451542e-10
"Aplp2","Aplp2","NM_009691","Midbrain","15.5",6,0.27345,0,0.27345,0.27345,0.27345,0,9.28587003074731e-12,1.22481685771005e-10,1,2.67069841900538e-13,1.26018419214305e-11,5.34139683801076e-13,2.34231782451542e-10
"Camsap1","Camsap1","NM_001276360","Midbrain","15.5",6,0,0.80065,-0.80065,-0.80065,-0.80065,0,9.90000692478411e-12,1.30582221512592e-10,-1,1.43552868646506e-13,7.38248853702312e-12,3.25533737074401e-13,1.52486769437958e-10
"Kcnq2","Kcnq2","NM_001006674","Midbrain","15.5",6,0,0.4738,-0.4738,-0.4738,-0.4738,0,1.00558843021765e-11,1.326382619152e-10,-1,5.92893074619019e-13,2.6604623554228e-11,1.18578614923804e-12,4.98768628452785e-10
"Pitpnm1","Pitpnm1","NR_075078","Midbrain","15.5",6,0.9567,0.5972,0.3595,0.3595,0.3595,0,1.00558843021765e-11,1.326382619152e-10,1,9.81774543766004e-14,5.41395432146627e-12,3.48522934671402e-13,1.59627489977995e-10
"Nckap1","Nckap1","NM_001290745","Midbrain","15.5",6,0.01005,0.454475,-0.444425,-0.4444,-0.44445,-5.000000000005e-05,1.03864005339928e-11,1.36997808744253e-10,-1,1.06774917533979e-13,5.72516794993583e-12,4.11143724659941e-13,1.86239203475219e-10
"Nckap1","Nckap1","NM_016965","Midbrain","15.5",6,0.98995,0.545525,0.444425,0.4444,0.44445,5.00000000002165e-05,1.06920131421825e-11,1.41028873934698e-10,1,1.06774917533979e-13,5.72516794993583e-12,4.11143724659941e-13,1.86239203475219e-10
"Spag9","Spag9","NM_001025430","Midbrain","15.5",6,0.0115,0.4894,-0.4779,-0.47475,-0.48105,-0.00630000000000003,1.26411254080923e-11,1.66737887230715e-10,-1,8.94281101611065e-13,3.86143830384325e-11,1.57250984882355e-12,6.41786876591917e-10
"Hist2h2aa1","Hist2h2aa1","NM_013549","Midbrain","11.5",2,1,0,1,1,1,0,1.36884544315091e-11,1.80552276611597e-10,1,1.17771062477102e-13,6.19584083859421e-12,2.35542124954204e-13,1.16979383512754e-10
"Miat","Miat","NR_033657","Midbrain","15.5",6,0,0.392775,-0.392775,-0.39275,-0.3928,-5.000000000005e-05,1.38192711566241e-11,1.82277764149767e-10,-1,1.46151405006381e-13,7.43261089682451e-12,5.66931806773556e-13,2.45994869599431e-10
"Miat","Miat","NR_003718","Midbrain","15.5",6,1,0.607225,0.392775,0.39275,0.3928,4.99999999998835e-05,1.41264643742461e-11,1.86329677759065e-10,1,1.46151405006381e-13,7.43261089682451e-12,5.66931806773556e-13,2.45994869599431e-10
"Tpm1","Tpm1","NM_001164255","Midbrain","15.5",6,0.00215,0.1379,-0.13575,-0.1398,-0.1317,0.0081,1.92739198213972e-11,2.5422520273525e-10,-1,5.99028293672493e-16,6.23125568213409e-14,1.14539928077806e-15,1.12415565001639e-12
"Aplp2","Aplp2","NM_001102456","Midbrain","15.5",6,0.06925,0.5688,-0.49955,-0.49955,-0.49955,0,1.92953371534872e-11,2.54507699790497e-10,-1,2.67069841900538e-13,1.26018419214305e-11,5.34139683801076e-13,2.34231782451542e-10
"Eps15","Eps15","NM_001159964","Midbrain","15.5",6,0.01345,0.6478,-0.63435,-0.63435,-0.63435,0,2.19514048619291e-11,2.89541536078826e-10,-1,2.34687181159449e-13,1.14272683847532e-11,9.32047185956156e-13,4.00207753657705e-10
"Eps15","Eps15","NM_007943","Midbrain","15.5",6,0.98655,0.3522,0.63435,0.63435,0.63435,-5.55111512312578e-17,2.19514048619291e-11,2.89541536078826e-10,1,2.34687181159449e-13,1.14272683847532e-11,9.32047185956156e-13,4.00207753657705e-10
"Trim36","Trim36","NM_178872","Midbrain","15.5",6,0,0.5452,-0.5452,-0.5452,-0.5452,0,2.20832031800647e-11,2.91279970940996e-10,-1,2.41265061615584e-13,1.16238967054161e-11,9.52698707137088e-13,4.04857951655709e-10
"Trim36","Trim36","NM_001170855","Midbrain","15.5",6,1,0.4548,0.5452,0.5452,0.5452,-1.11022302462516e-16,2.22052557076637e-11,2.92889857713419e-10,1,2.41265061615584e-13,1.16238967054161e-11,9.52698707137088e-13,4.04857951655709e-10
"Capzb","Capzb","NM_009798","Midbrain","15.5",6,0.418,0.9532,-0.5352,-0.5352,-0.5352,0,2.31734353877592e-11,3.05660258220283e-10,-1,1.72490468909851e-13,8.58140082826507e-12,3.44980937819701e-13,1.59627489977995e-10
"Klc1","Klc1","NM_001025358","Midbrain","15.5",6,0.0598,0.5856,-0.5258,-0.5258,-0.5258,0,2.31734353877592e-11,3.05660258220283e-10,-1,1.80137034691137e-12,7.10764834294255e-11,3.60274069382275e-12,1.3379160329835e-09
"Mbp","Mbp","NM_001025245","Midbrain","0",8,0.43655,0.02625,0.4103,0.4103,0.4103,4.16333634234434e-17,2.31734353877592e-11,3.05660258220283e-10,1,1.80081879629047e-12,7.10764834294255e-11,3.60163759258092e-12,1.3379160329835e-09
"Hist2h2aa1","Hist2h2aa1","NM_013549_1","Midbrain","12.5",3,0,1,-1,-1,-1,0,2.53493535645378e-11,3.34360867372591e-10,-1,1.17771062477102e-13,6.19584083859421e-12,2.35542124954204e-13,1.16979383512754e-10
"Hist2h2aa1","Hist2h2aa1","NM_013549_1","Midbrain","13.5",4,1,0,1,1,1,0,2.53493535645378e-11,3.34360867372591e-10,1,1.17771062477102e-13,6.19584083859421e-12,2.35542124954204e-13,1.16979383512754e-10
"Schip1","Schip1","NM_001113420","Midbrain","15.5",6,0.33015,0,0.33015,0.33015,0.33015,0,2.80501639799255e-11,3.69984865073316e-10,1,2.22754667522232e-15,2.03909622649851e-13,4.45509335044465e-15,3.74782721396813e-12
"Magi2","Magi2","NM_001170746","Midbrain","15.5",6,0.92785,0.2578,0.67005,0.67005,0.67005,0,3.12180651827522e-11,4.1176984358297e-10,1,1.06994886661346e-12,4.53440366897205e-11,2.13989773322692e-12,8.40083687019681e-10
"Gphn","Gphn","NM_172952","Midbrain","15.5",6,0.01245,0.628575,-0.616125,-0.6161,-0.61615,-4.99999999998835e-05,3.1462082091175e-11,4.14988454461788e-10,-1,3.67815700099487e-13,1.71784944832179e-11,1.44642305568406e-12,5.96230471428096e-10
"Gphn","Gphn","NM_145965","Midbrain","15.5",6,0.98755,0.371425,0.616125,0.6161,0.61615,5.000000000005e-05,3.17513732285882e-11,4.18804237589448e-10,1,3.67815700099487e-13,1.71784944832179e-11,1.44642305568406e-12,5.96230471428096e-10
"Eml1","Eml1","NM_001043335","Midbrain","15.5",6,0.13475,0.45025,-0.3155,-0.31545,-0.31555,-9.99999999999335e-05,3.20423948723815e-11,4.22642846293816e-10,-1,2.89856270666615e-19,1.10556012570091e-16,5.78076003654622e-19,1.83299137522954e-15
"Magi1","Magi1","NM_001029850","Midbrain","15.5",6,0.43875,0,0.43875,0.43875,0.43875,0,3.39165955419144e-11,4.47363767081792e-10,1,2.7882221628689e-12,1.06347440328758e-10,5.57644432573779e-12,1.97940308275454e-09
"Palm","Palm","NM_001161747","Midbrain","15.5",6,0.51115,0.9806,-0.46945,-0.46945,-0.46945,0,3.42912431677549e-11,4.52305412036019e-10,-1,5.03312895261985e-13,2.28085457585555e-11,1.62182759090125e-12,6.55425515945507e-10
"Pde4a","Pde4a","NM_019798","Midbrain","15.5",6,0.1022,0.96315,-0.86095,-0.86095,-0.86095,-1.11022302462516e-16,3.8831788864439e-11,5.12195728119345e-10,-1,4.79673365946592e-13,2.19546499593755e-11,1.87288919787616e-12,7.42330966162769e-10
"Ptpn5","Ptpn5","NM_001163565","Midbrain","15.5",6,1,0.8332,0.1668,0.1668,0.1668,0,3.8831788864439e-11,5.12195728119345e-10,1,4.68450916236341e-13,2.16575741779165e-11,1.8546214116961e-12,7.42227218754875e-10
"Ptpn5","Ptpn5","NM_013643","Midbrain","15.5",6,0,0.1668,-0.1668,-0.1668,-0.1668,0,3.8831788864439e-11,5.12195728119345e-10,-1,4.68450916236341e-13,2.16575741779165e-11,1.8546214116961e-12,7.42227218754875e-10
"Pde4a","Pde4a","NM_183408","Midbrain","15.5",6,0.8978,0.03685,0.86095,0.86095,0.86095,0,3.95004705365361e-11,5.21015715710324e-10,1,4.79673365946592e-13,2.19546499593755e-11,1.87288919787616e-12,7.42330966162769e-10
"Palm","Palm","NM_023128","Midbrain","15.5",6,0.48885,0.0194,0.46945,0.46945,0.46945,0,4.11762582352566e-11,5.43119546762661e-10,1,5.03312895261985e-13,2.28085457585555e-11,1.62182759090125e-12,6.55425515945507e-10
"Bicd2","Bicd2","NM_001039179","Midbrain","15.5",6,0.0287,0.83655,-0.80785,-0.80785,-0.80785,0,4.12750248101638e-11,5.44422289160778e-10,-1,1.52345302087526e-12,6.22575399691615e-11,3.04690604175053e-12,1.17380002979619e-09
"3632454L22Rik","3632454L22Rik","NR_040281","Midbrain","11.5",2,0,1,-1,-1,-1,0,4.24340990804936e-11,5.59710611105164e-10,-1,1.58148975162181e-12,6.40573326829473e-11,3.16297950324363e-12,1.20408042642616e-09
"Hnrnpk","Hnrnpk","NM_001301345","Midbrain","15.5",6,0.0309,0.1385,-0.1076,-0.1078,-0.1074,0.000400000000000039,4.33985175656297e-11,5.72431401021139e-10,-1,3.24526743160736e-12,1.20760886459081e-10,6.1933386623885e-12,2.12746495333125e-09
"Prom1","Prom1","NM_008935","Midbrain","15.5",6,0.9911,0,0.9911,0.9911,0.9911,0,5.30028060963756e-11,6.99113063157457e-10,1,1.14358795309311e-24,1.30855051532679e-21,2.28717590618621e-24,2.35699362545673e-20
"Hist2h2aa1","Hist2h2aa1","NM_013549","Midbrain","13.5",4,0,1,-1,-1,-1,0,5.31785062132435e-11,7.01430567756691e-10,-1,1.17771062477102e-13,6.19584083859421e-12,2.35542124954204e-13,1.16979383512754e-10
"Hist2h2aa1","Hist2h2aa1","NM_013549","Midbrain","12.5",3,1,0,1,1,1,0,5.31785062132435e-11,7.01430567756691e-10,1,1.17771062477102e-13,6.19584083859421e-12,2.35542124954204e-13,1.16979383512754e-10
"Wdr17","Wdr17","NM_028220","Midbrain","15.5",6,1,0.3245,0.6755,0.6755,0.6755,-5.55111512312578e-17,5.39035780227055e-11,7.10994347696952e-10,1,6.95351550322012e-13,3.0899262580814e-11,2.7561148785277e-12,1.07179143520724e-09
"Wdr17","Wdr17","NM_001172152","Midbrain","15.5",6,0,0.6755,-0.6755,-0.6755,-0.6755,1.11022302462516e-16,5.40603438222399e-11,7.13062106489035e-10,-1,6.95351550322012e-13,3.0899262580814e-11,2.7561148785277e-12,1.07179143520724e-09
"Pard3","Pard3","NM_001309391","Midbrain","15.5",6,0,0.37815,-0.37815,-0.37815,-0.37815,5.55111512312578e-17,5.48250087265499e-11,7.23148123870249e-10,-1,3.54783550918794e-12,1.30955186496397e-10,7.09567101837587e-12,2.40639768590221e-09
"Sh3kbp1","Sh3kbp1","NM_001135727","Midbrain","15.5",6,0.2392,0.9653,-0.7261,-0.7261,-0.7261,2.22044604925031e-16,5.75905003429272e-11,7.59625273995966e-10,-1,2.5685871758738e-25,3.91880783465813e-22,5.1371743517476e-25,7.05865381388997e-21
"Mpzl1","Mpzl1","NM_001083897","Midbrain","15.5",6,0.8467,0.2243,0.6224,0.6224,0.6224,0,6.07518595027823e-11,8.01323962211992e-10,1,8.62969476682971e-13,3.76172504264568e-11,3.1839274453803e-12,1.20408042642616e-09
"Kif1b","Kif1b","NM_001290995","Midbrain","15.5",6,0.22185,0.7638,-0.54195,-0.54195,-0.54195,-2.22044604925031e-16,6.16878482779144e-11,8.13669761007508e-10,-1,2.61160862646374e-16,3.23063045495258e-14,5.22321725292748e-16,5.81909165855015e-13
"Mpzl1","Mpzl1","NM_001001880","Midbrain","15.5",6,0.1533,0.7757,-0.6224,-0.6224,-0.6224,1.11022302462516e-16,6.46813708960524e-11,8.53154666078236e-10,-1,8.62969476682971e-13,3.76172504264568e-11,3.1839274453803e-12,1.20408042642616e-09
"Add1","Add1","NM_001102444","Midbrain","15.5",6,0.05585,0.451825,-0.395975,-0.396,-0.39595,5.000000000005e-05,6.72055970865577e-11,8.86449497694087e-10,-1,2.7221568844679e-12,1.04700101346299e-10,5.43495649093072e-12,1.96521491840125e-09
"Epha10","Epha10","NM_001256432","Midbrain","15.5",6,1,0.33185,0.66815,0.66815,0.66815,1.11022302462516e-16,7.64773287711129e-11,1.0087446970648e-09,1,1.06636270668014e-12,4.53440366897205e-11,4.17915577849654e-12,1.53811698883212e-09
"Epha10","Epha10","NM_177671","Midbrain","15.5",6,0,0.66815,-0.66815,-0.66815,-0.66815,-1.11022302462516e-16,7.76026860436937e-11,1.02358828795978e-09,-1,1.06636270668014e-12,4.53440366897205e-11,4.17915577849654e-12,1.53811698883212e-09
"Magi1","Magi1","NM_001083320","Midbrain","15.5",6,0.06455,0.38135,-0.3168,-0.3168,-0.3168,-1.11022302462516e-16,8.79597078968101e-11,1.16019858854943e-09,-1,2.7882221628689e-12,1.06347440328758e-10,5.57644432573779e-12,1.97940308275454e-09
"Nkain4","Nkain4","NM_001141933","Midbrain","15.5",6,0.00315,0.2168,-0.21365,-0.21365,-0.21365,0,9.12302920563663e-11,1.20333796698053e-09,-1,1.32156087505388e-12,5.54934323405653e-11,5.07280364873619e-12,1.85049723701332e-09
"Nkain4","Nkain4","NM_021426","Midbrain","15.5",6,0.99685,0.7832,0.21365,0.21365,0.21365,-1.11022302462516e-16,9.45255855602826e-11,1.24680326448453e-09,1,1.32156087505388e-12,5.54934323405653e-11,5.07280364873619e-12,1.85049723701332e-09
"Nin","Nin","NR_104398","Midbrain","15.5",6,0.01425,0.63135,-0.6171,-0.6171,-0.6171,-1.11022302462516e-16,9.51039916924861e-11,1.25443250739854e-09,-1,6.68622774541725e-12,2.35406649159806e-10,1.33724554908344e-11,4.30645608949317e-09
"Ralyl","Ralyl","NM_001163328","Midbrain","15.5",6,1,0.26055,0.73945,0.73945,0.73945,0,9.55136527609796e-11,1.25983598365846e-09,1,1.39173141091638e-15,1.32707388911756e-13,2.78346282183276e-15,2.3903583854988e-12
"Faim","Faim","NM_011810","Midbrain","15.5",6,0.8635,0.15605,0.70745,0.70745,0.70745,0,9.82174155394633e-11,1.29549892336546e-09,1,1.46299932898762e-12,6.03256570160029e-11,5.58801993255408e-12,1.97940308275454e-09
"Tenm3","Tenm3","NM_011857","Midbrain","15.5",6,0,0.60865,-0.60865,-0.60865,-0.60865,0,9.82174155394633e-11,1.29549892336546e-09,-1,1.42440730882315e-12,5.9268293204396e-11,5.61825273837627e-12,1.97940308275454e-09
"Tenm3","Tenm3","NM_001145937","Midbrain","15.5",6,1,0.39135,0.60865,0.60865,0.60865,0,9.90517015807742e-11,1.3065032514916e-09,1,1.42440730882315e-12,5.9268293204396e-11,5.61825273837627e-12,1.97940308275454e-09
"Prkcz","Prkcz","NM_001039079","Midbrain","15.5",6,0.19965,0.9869,-0.78725,-0.78725,-0.78725,0,1.00617376928231e-10,1.32715468806045e-09,-1,1.75629948436506e-12,7.05138836836743e-11,5.84512299873822e-12,2.04188124008044e-09
"Faim","Faim","NM_001122851","Midbrain","15.5",6,0.1365,0.84395,-0.70745,-0.70745,-0.70745,1.11022302462516e-16,1.00617376928231e-10,1.32715468806045e-09,-1,1.46299932898762e-12,6.03256570160029e-11,5.58801993255408e-12,1.97940308275454e-09
"Abi2","Abi2","NM_198127","Midbrain","15.5",6,0.9198,0.2658,0.654,0.654,0.654,0,1.15684926487002e-10,1.52589738683673e-09,1,5.07398135666407e-12,1.82863091885445e-10,1.01479627133281e-11,3.40088998561779e-09
"Prkcz","Prkcz","NM_008860","Midbrain","15.5",6,0.80035,0.0131,0.78725,0.78725,0.78725,-3.46944695195361e-18,1.1931533807443e-10,1.57378293011898e-09,1,1.75629948436506e-12,7.05138836836743e-11,5.84512299873822e-12,2.04188124008044e-09
"Epb4.1","Epb4.1","NM_001128606","Midbrain","15.5",6,0.11215,0.788725,-0.676575,-0.6766,-0.67655,4.99999999999945e-05,1.1931533807443e-10,1.57378293011898e-09,-1,5.29040605826545e-12,1.8917334788032e-10,1.05588095033885e-11,3.48195996637924e-09
"Atp5g1","Atp5g1","NM_007506","Midbrain","15.5",6,0.12725,0.3601,-0.23285,-0.23285,-0.23285,-1.11022302462516e-16,1.19821766151166e-10,1.58046277426444e-09,-1,2.03280784977242e-12,7.95227481060545e-11,7.12210545789465e-12,2.40639768590221e-09
"Cldnd1","Cldnd1","NM_171826","Midbrain","15.5",6,0.0315,0.3239,-0.2924,-0.2924,-0.2924,0,1.27459591520912e-10,1.68120656281775e-09,-1,2.29003068297104e-14,1.61253391322437e-12,4.58006136594207e-14,2.94991943299158e-11
"Rcan2","Rcan2","NM_207649","Midbrain","15.5",6,0.94945,0.3209,0.62855,0.62855,0.62855,0,1.28538817147968e-10,1.69544167204191e-09,1,7.72239278543356e-12,2.67768119537344e-10,1.54447855708671e-11,4.9352709952006e-09
"Cadm1","Cadm1","NM_018770","Midbrain","15.5",6,0.6973,0.0319,0.6654,0.6654,0.6654,0,1.33197194939193e-10,1.75688620690383e-09,1,8.04482538739556e-12,2.76850870662477e-10,1.6089650774791e-11,5.10178435261044e-09
"Atp5g1","Atp5g1","NM_001161419","Midbrain","15.5",6,0.87275,0.6399,0.23285,0.23285,0.23285,0,1.33919241345271e-10,1.76641008142807e-09,1,2.03280784977242e-12,7.95227481060545e-11,7.12210545789465e-12,2.40639768590221e-09
"Ssbp3","Ssbp3","NM_198438","Midbrain","15.5",6,0.88615,0.2197,0.66645,0.66645,0.66645,-2.77555756156289e-17,1.68332440509361e-10,2.22032410697812e-09,1,2.71574473233027e-12,1.04700101346299e-10,1.02745054365384e-11,3.41552975428035e-09
"Ssbp3","Ssbp3","NM_023672","Midbrain","15.5",6,0.11385,0.7803,-0.66645,-0.66645,-0.66645,0,1.76586892543262e-10,2.3292012716251e-09,-1,2.71574473233027e-12,1.04700101346299e-10,1.02745054365384e-11,3.41552975428035e-09
"Atl2","Atl2","NM_001286647","Midbrain","15.5",6,0.05435,0.43605,-0.3817,-0.3817,-0.3817,0,1.77273294025624e-10,2.33825498553635e-09,-1,2.96644634409118e-12,1.12210123280209e-10,1.09618542442944e-11,3.58618186402472e-09
"Atl2","Atl2","NM_019717","Midbrain","15.5",6,0.94565,0.56395,0.3817,0.3817,0.3817,0,1.9090493002051e-10,2.51805782048256e-09,1,2.96644634409118e-12,1.12210123280209e-10,1.09618542442944e-11,3.58618186402472e-09
"Trpm3","Trpm3","NM_001035245","Midbrain","15.5",6,0,0.5495,-0.5495,-0.5495,-0.5495,1.11022302462516e-16,1.9499465190838e-10,2.57200171906203e-09,-1,1.82734462481849e-11,5.88996925901001e-10,3.65468924963697e-11,1.08381332807132e-08
"Nt5c2","Nt5c2","NM_001164363","Midbrain","15.5",6,0.0182,0.8552,-0.837,-0.83705,-0.83695,9.9999999999878e-05,1.96159949231392e-10,2.58737212378171e-09,-1,9.23833906462455e-12,3.12549521467479e-10,1.83835735303272e-11,5.78465513688771e-09
"Sez6l2","Sez6l2","NM_001252566","Midbrain","15.5",6,0,0.4359,-0.4359,-0.4359,-0.4359,0,1.96195359843926e-10,2.58783919380347e-09,-1,9.28702969621523e-12,3.12549521467479e-10,1.85740593924305e-11,5.80031701691828e-09
"Elmo2","Elmo2","NM_080287","Midbrain","15.5",6,0.8122,0.13915,0.67305,0.67305,0.67305,0,2.10982644327482e-10,2.78288516424289e-09,1,9.76245671975323e-16,9.71364443615446e-14,1.95249134395065e-15,1.74964571469002e-12
"Ank3","Ank3","NM_170730","Midbrain","15.5",6,0,0.5441,-0.5441,-0.5441,-0.5441,1.11022302462516e-16,2.3735458280161e-10,3.13073404331022e-09,-1,2.6746715590131e-11,8.38491214082396e-10,5.34934311802621e-11,1.54717432745371e-08
"Git2","Git2","NM_001077359","Midbrain","15.5",6,0,0.58,-0.58,-0.58005,-0.57995,0.0001000000000001,2.43974440643843e-10,3.2180507239655e-09,-1,1.18410539818754e-11,3.92728290398869e-10,2.3643297048595e-11,7.16618411861378e-09
"Tpm1","Tpm1","NM_001164253","Midbrain","15.5",6,0,0.132125,-0.132125,-0.13635,-0.1279,0.00845000000000001,2.73128795371891e-10,3.60259999105984e-09,-1,5.99028293672493e-16,6.23125568213409e-14,1.14539928077806e-15,1.12415565001639e-12
"Ogdh","Ogdh","NM_010956","Midbrain","15.5",6,0.89395,0.45515,0.4388,0.4388,0.4388,0,2.8152734644074e-10,3.71337783842798e-09,1,2.37897883466172e-18,6.8053663289042e-16,4.75157348107974e-18,1.22415468520618e-14
"Sbf1","Sbf1","NM_001170561","Midbrain","15.5",6,0.99085,0.21525,0.7756,0.7756,0.7756,0,2.95438858870156e-10,3.89687227549604e-09,1,4.86874368969225e-12,1.78273918941772e-10,1.93541353466649e-11,5.99847654128158e-09
"Sbf1","Sbf1","NM_001081030","Midbrain","15.5",6,0.00915,0.78475,-0.7756,-0.7756,-0.7756,-1.11022302462516e-16,2.95835265844068e-10,3.90210092873535e-09,-1,4.86874368969225e-12,1.78273918941772e-10,1.93541353466649e-11,5.99847654128158e-09
"Nav2","Nav2","NM_175272","Midbrain","15.5",6,0.98595,0.7297,0.25625,0.25625,0.25625,0,2.98925556504755e-10,3.94286221533424e-09,1,5.06741585395243e-12,1.82863091885445e-10,1.97739363094941e-11,6.08285080428977e-09
"Eef1d","Eef1d","NM_023240","Midbrain","15.5",6,0.82125,0.4165,0.40475,0.40475,0.40475,0,3.03271893005386e-10,4.0001908899509e-09,1,2.73306057274176e-17,5.7516018460452e-15,5.46612114548353e-17,1.03599278197588e-13
"Nav2","Nav2","NM_001111016","Midbrain","15.5",6,0.01405,0.2703,-0.25625,-0.25625,-0.25625,0,3.03487293033122e-10,4.0030320409066e-09,-1,5.06741585395243e-12,1.82863091885445e-10,1.97739363094941e-11,6.08285080428977e-09
"Magi1","Magi1","NM_001083321","Midbrain","15.5",6,0,0.46025,-0.46025,-0.46025,-0.46025,0,3.45488960589422e-10,4.5570388308417e-09,-1,2.7882221628689e-12,1.06347440328758e-10,5.57644432573779e-12,1.97940308275454e-09
"Esrrb","Esrrb","NM_011934","Midbrain","15.5",6,0.13585,0.8952,-0.75935,-0.75935,-0.75935,-1.11022302462516e-16,3.63993970404344e-10,4.80112202281356e-09,-1,7.35845687229533e-12,2.57096619118288e-10,2.45434937302282e-11,7.38473046650398e-09
"Arfgap1","Arfgap1","NM_001177709","Midbrain","15.5",6,0,0.2396,-0.2396,-0.2396,-0.2396,0,3.71267813642695e-10,4.89706484550194e-09,-1,3.14407511753022e-11,9.59362120862387e-10,6.28815023506043e-11,1.76329268716876e-08
